2834177600000	-0.280273	0.124023	0.895020	0.366211	0.427246	0.900269
2834177755200	-0.281250	0.123291	0.896240	0.076294	-0.404358	0.885010
2834177879400	-0.277832	0.122314	0.898682	-0.213623	-0.679016	0.549316
2834177991800	-0.280029	0.123291	0.897949	-0.045776	-0.305176	0.709534
2834208428800	-0.281982	0.125000	0.896240	0.114441	0.404358	0.579834
2834208559600	-0.280029	0.124268	0.896240	0.282288	0.396729	0.976563
2834208678000	-0.279785	0.124023	0.892334	0.251770	0.335693	1.480103
2834208791000	-0.276611	0.124268	0.905029	-0.205994	0.167847	1.083374
2834208902400	-0.278809	0.120117	0.902344	-0.366211	-0.915527	1.037598
2834239415800	-0.282959	0.120117	0.908203	-0.297546	-2.288818	1.167297
2834239556300	-0.292725	0.121582	0.906738	-0.038147	-2.273560	1.129150
2834239667100	-0.293213	0.122559	0.902832	0.808716	-1.754761	1.403809
2834239779600	-0.287354	0.121338	0.900391	0.976563	-0.465393	1.319885
2834239889100	-0.284668	0.120850	0.893066	0.183105	0.488281	1.106262
2834270457800	-0.280762	0.120361	0.889893	-0.526428	0.587463	1.106262
2834270574700	-0.280029	0.116211	0.896484	-0.930786	0.556946	1.258850
2834270686000	-0.274414	0.114746	0.900146	-0.312805	-0.183105	1.220703
2834270795400	-0.279785	0.117676	0.904785	-0.358582	0.053406	0.915527
2834270904000	-0.275635	0.117920	0.907715	-0.175476	0.343323	1.243591
2834286411600	-0.278564	0.122314	0.899414	-0.434875	1.411438	1.296997
2834286535700	-0.278320	0.125977	0.894043	-0.907898	1.655579	1.449585
2834286656800	-0.281982	0.122803	0.900635	-1.098633	1.800537	1.541138
2834302378200	-0.280273	0.125488	0.901611	-1.182556	1.480103	1.525879
2834302504600	-0.287598	0.125000	0.906250	-0.823975	1.403809	1.419067
2834333282300	-0.291016	0.130859	0.916992	-0.244141	0.450134	1.770020
2834333445300	-0.295410	0.127441	0.914307	-0.328064	0.030518	1.350403
2834333592900	-0.295898	0.129639	0.905518	-0.572205	-0.091553	0.617981
2834333740200	-0.294922	0.135010	0.904541	-0.366211	0.740051	0.953674
2834333885700	-0.287354	0.130371	0.906006	-0.831604	1.724243	1.464844
2834364200000	-0.298340	0.123291	0.905518	-1.205444	0.564575	0.953674
2834364325900	-0.282471	0.124512	0.899170	-0.747681	0.503540	0.289917
2834364437100	-0.276855	0.123291	0.893311	0.419617	0.541687	0.450134
2834364544900	-0.278320	0.120850	0.895264	0.297546	0.740051	0.373840
2834364653000	-0.269775	0.114746	0.899170	-0.389099	0.343323	0.198364
2834395190500	-0.273682	0.109375	0.902588	-0.427246	0.617981	0.175476
2834395317900	-0.280029	0.120850	0.899658	-0.846863	0.022888	0.556946
2834395427600	-0.280762	0.114990	0.900879	-0.541687	-0.671387	0.495911
2834395538900	-0.280273	0.113281	0.893555	-0.022888	-0.541687	0.465393
2834395648300	-0.271973	0.115234	0.894775	0.213623	-0.129700	0.503540
2834426128400	-0.274902	0.111084	0.897949	-0.518799	-0.259399	0.968933
2834426261400	-0.271973	0.111084	0.903076	-0.984192	0.129700	0.938416
2834426387300	-0.275391	0.116455	0.905518	-1.190186	0.831604	0.877380
2834426515200	-0.274414	0.120605	0.913818	-1.403809	0.930786	0.946045
2834426639800	-0.281250	0.117676	0.914795	-1.235962	0.831604	0.518799
2834456990400	-0.279541	0.113770	0.909424	-1.434326	0.335693	0.457764
2834457122900	-0.276123	0.118164	0.906006	-1.602173	1.113892	0.091553
